IAM Acronym,Bank Acronym,IAM id,Year Filed,Case Name,Global Region (1),Global Region (2),Country,External ID,Date Filed,Month Closed,Year Closed,Still open as of 12/31/15?,Status as of 12/31/15,Results achieved by 12/31/15?,Type of Filer (1),Type of Filer (2),Type of Filer (3),Filer Name(s) if organization,Other groups supporting complaint?,Type of Supporting Organization(s) (1),Type of Supporting Organization(s) (2),Name of supporting organization(s),Type of IFI Support (1),Type of IFI Support (2),Sector/Industry (1),Sector/Industry (2),Public or private?,Issue Raised (1),Issue Raised (2),Issue Raised (3),Issue Raised (4),Issue Raised (5),Issue Raised (6),Issue Raised (7),Issue Raised (8),Issue Raised (9),Issue Raised (10),Is Registered,Date Registered,Is Eligible,Date determined eligible,If no Eligibility why 1,If no Eligibility why 2,If no Eligibility why 3,If no Eligibility why 4,Problem-Solving initiated,Date PS initiated,Duration of PS (months),If no Dispute Resolution why,Settlement reached in PS?,Compliance Review initiated,Date CR initiated,Duration of CR (months),If no Compliance Review why,Was non-compliance found?,Was a management action plan produced?,Monitoring initiated,Date monitoring initiated,Duration of monitoring (months),If no Monitoring why,Duration from filing until case closed or monitoring started,"If closed as of 12/31/15, duration of process in months",Was a compliance report published,Who inputted data?
SPF CRP,ADB,25,2011,Rehabilitation of the Railway in Cambodia Project,East Asia & the Pacific,N/A,Cambodia,1/2012*,11/21/11,N/A,N/A,Yes,In monitoring,Yes,Domestic CSO(s),N/A,N/A,Bridges Across Borders Cambodia (BABC),Yes,International CSO(s),Domestic CSO(s),Inclusive Development International (IDI); Sahmakum Teang Tnaut,Project/investment lending,N/A,Infrastructure,N/A,Public,Displacement (physical and/or economic),Consultation and disclosure,Other community health and safety issues,Water,Other retaliation (actual or feared),Human rights,N/A,N/A,N/A,N/A,Yes,11/23/11,Yes,1/11/12,N/A,N/A,N/A,N/A,Yes,3/1/12,24,N/A,Yes,Yes,10/9/12,16,N/A,Yes,Yes,Yes,7/2/14,N/A,N/A,27,N/A,Yes,
SPF CRP,ADB,25,2011,CAREC Transport Corridor I Investment Program,Europe & Central Asia,N/A,Kazakhstan,7/2011*,12/20/11,1,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Livelihoods,Water,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,12/21/11,No,N/A,Good faith requirement not met,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2012,Rehabilitation of the Railway in Cambodia Project,East Asia & the Pacific,N/A,Cambodia,2012/2,4/13/12,4,2012,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Displacement (physical and/or economic),Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,4/19/12,No,N/A,Good faith requirement not met,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Kathmandu Valley Water Supply Improvement Project,South Asia,N/A,Nepal,no_id_25_1,6/8/12,6,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,6/17/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Construction/Improvement 0f 5.34 Km. Visares-Barugo Farmto-Market Road,Unknown,N/A,Unknown,no_id_25_2,6/27/12,7,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,7/17/12,No,N/A,Not within mechanism's mandate,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2012,Khulna/Shirrajganj 150MW Peaking Power Plant Construction Project,South Asia,N/A,Bangladesh,no_id_25_3,7/6/12,7,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,7/17/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Western Europe-Western People_„_s Republic of China International Transit Corridor,Unknown,N/A,Unknown,no_id_25_4,7/9/12,7,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,7/17/12,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Strengthening the Capacity of Pacific Developing Member Countries to Respond to Climate Change,East Asia & the Pacific,N/A,Regional,no_id_25_5,8/1/12,8,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Advisory services,N/A,Conservation and environmental protection,Community capacity and development,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,8/2/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Kerala Sustainable Urban Development Project,South Asia,N/A,India,2/2012*,8/14/12,9,2012,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Other community health and safety issues,Other environmental,Property damage,Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,Yes,8/15/12,No,N/A,Good faith requirement not met,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2012,HIMALI Project,South Asia,N/A,Nepal,no_id_25_6,8/28/12,8,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Advisory services,N/A,Agribusiness,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,8/29/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Expressway (E35) Project _„_ PAK,South Asia,N/A,Pakistan,no_id_25_7,9/19/12,10,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,9/20/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2012,Advanced Project Preparedness for Poverty Reduction - Capacity Building for Bihar Urban Infrastructure Development Project (Subproject 16),South Asia,N/A,India,no_id_25_8,9/19/12,9,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Advisory services,N/A,Infrastructure,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,9/20/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Karnataka State Highway Improvement Project,South Asia,N/A,India,no_id_25_9,9/26/12,10,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,9/27/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2012,Punjab Irrigated Agriculture Investment Program Subproject 1: Lower Bari Doab Canal Improvement Project and the Punjab Irrigated Agriculture,South Asia,N/A,Pakistan,no_id_25_10,10/4/12,10,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Agribusiness,Infrastructure,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,10/8/12,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Energy Access and Efficiency Improvement Project,South Asia,N/A,Nepal,no_id_25_11,11/16/12,11,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Energy,Infrastructure,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,11/19/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2012,Earthquake Emergency Assistance Project,South Asia,N/A,Pakistan,no_id_25_12,12/17/12,12,2012,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,12/18/12,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Rehabilitation of the Railway in Cambodia Project,East Asia & the Pacific,N/A,Cambodia,1/2013*,1/10/13,2,2013,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Property damage,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,1/18/13,No,N/A,Good faith requirement not met,Same issues raised in prior complaint,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2013,Faisalabad-Multan Motorway (M-4),South Asia,N/A,Pakistan,no_id_25_13,1/23/13,2,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,1/24/13,No,N/A,Mechanism forwarded complaint to management,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2013,Maldives Maritime Transport Master Plan,South Asia,N/A,Maldives,no_id_25_14,2/13/13,2,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Advisory services,N/A,Unknown,Unknown,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,1/14/13,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Rehabilitation of the Railway in Cambodia Project,East Asia & the Pacific,N/A,Cambodia,2/2013*,2/18/13,4,2013,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Displacement (physical and/or economic),Livelihoods,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,2/25/13,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,2,2,N/A,
SPF CRP,ADB,25,2013,Capacity Development of National Capital Region Planning Board (NCRPB),Unknown,N/A,Unknown,no_id_25_15,2/22/13,2,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Advisory services,N/A,Regulatory Development,Infrastructure,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,2/25/13,No,N/A,Mechanism forwarded complaint to management,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Ak Altin Agricultural Development Project,Europe & Central Asia,N/A,Uzbekistan,no_id_25_16,3/4/13,3,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Unknown,Unknown,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,3/5/13,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Kerala Sustainable Urban Development Project,South Asia,N/A,India,no_id_25_17,3/5/13,3,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,3/6/13,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Raising Incomes of Small and Medium Farmers Project,South Asia,N/A,Nepal,no_id_25_18,3/11/13,3,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Agribusiness,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,3/11/13,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Natural Gas Access Improvement Project,South Asia,N/A,Bangladesh,no_id_25_19,4/1/13,4,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,"Extractives (oil, gas, mining)",Infrastructure,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,4/2/13,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Integrated Urban Development Project,South Asia,N/A,Nepal,no_id_25_20,4/10/13,4,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Corruption/fraud,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,4/11/13,No,N/A,Mechanism forwarded complaint to another division within the Bank,Raised fraud/corruption issues,Not within mechanism's mandate,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Zvartnots Airport Expansion Project,Europe & Central Asia,N/A,Armenia,3/2013*,6/6/13,7,2013,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Private,Displacement (physical and/or economic),Consultation and disclosure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,6/10/13,No,N/A,Management is addressing or has addressed concerns,Mechanism deemed involvement unneccessary/inapproprate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2013,CAREC Corridor 1 (Bishkek-Torugart Road) Project 3,Europe & Central Asia,N/A,Kyrgyz Republic,5,6/25/13,7,2013,No,Closed without results,No,Individual(s),N/A,N/A,N/A,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Due diligence,Consultation and disclosure,Other community health and safety issues,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,6/25/13,No,N/A,Management is addressing or has addressed concerns,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2013,Rehabilitation of the Railway in Cambodia Project,East Asia & the Pacific,N/A,Cambodia,no_id_25_21,7/16/13,7,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,7/18/13,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Zvartnots Airport Expansion Projec,Europe & Central Asia,N/A,Armenia,5/2013*,7/18/13,8,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Private,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,7/18/13,No,N/A,Management is addressing or has addressed concerns,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,1,1,N/A,
SPF CRP,ADB,25,2013,GMS Rehabilitation of the Railway in Cambodia Project,East Asia & the Pacific,N/A,Cambodia,no_id_25_22,7/25/13,7,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Project/investment lending,N/A,Infrastructure,N/A,Public,Procurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,7/26/13,No,N/A,Raised procurement issues,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Dynagreen Waste to Energy Project,East Asia & the Pacific,N/A,China,no_id_25_23,8/23/13,8,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Equity Investment,Project/investment lending,Energy,Conservation and environmental protection,Private,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,8/23/13,No,N/A,Unknown,N/A,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,4 MW Hydro Power Project Thack Chilas,South Asia,N/A,Pakistan,no_id_25_24,8/26/13,8,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Procurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,8/27/13,No,N/A,Raised procurement issues,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
SPF CRP,ADB,25,2013,Mundra Ultra Mega Power Project,South Asia,N/A,India,2013/1,9/19/13,N/A,N/A,Yes,In monitoring,Yes,Individual(s),N/A,N/A,N/A,Yes,International CSO(s),Domestic CSO(s),Bank Information Center; NGO Forum on ADB; Sierra Club,Project/investment lending,N/A,Energy,N/A,Private,Consultation and disclosure,Due diligence,Livelihoods,Other environmental,Pollution,Water,Other community health and safety issues,N/A,N/A,N/A,Yes,9/20/13,Yes,12/26/13,N/A,N/A,N/A,N/A,No,N/A,N/A,Complainant never wanted PS,N/A,Yes,1/17/14,17,N/A,Yes,Yes,Yes,6/24/15,N/A,N/A,21,N/A,Yes,
SPF CRP,ADB,25,2013,Supporting Public Management through eGovernment Capacity Development,Unknown,N/A,Unknown,no_id_25_25,10/15/13,10,2013,No,Closed without results,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Advisory services,N/A,Regulatory Development,N/A,Public,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,10/15/13,No,N/A,Mechanism forwarded complaint to another division within the Bank,Not within mechanism's mandate,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,No,N/A,N/A,Complaint originally deemed ineligible,N/A,N/A,No,N/A,N/A,Complaint originally deemed ineligible,0,0,N/A,
