Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed,Access to electricity (% of population),Agricultural land (% of land area),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Forest area (% of land area),Renewable internal freshwater resources per capita (cubic meters),GDP per capita (current US$),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Literacy rate, adult total (% of people ages 15 and above)",Net ODA received per capita (current US$),Population density (people per sq. km of land area),Rural population (% of total population),Surface area (sq. km),Terrestrial and marine protected areas (% of total territorial area)
Autoroute Sfax-Gabes,Autoroute Sfax-Gabes,Tunisia,EIB Complaints Mechanism,European Investment Bank,SG/E/2012/01,Closed Without Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Due diligence",,FALSE,FALSE,2/13/12,2/13/12,2/27/12,closed_with_outcome,,2/27/12,,closed_without_outcome,"Outside of mandate, Outside of mandate, Issues previously raised",,,not_undertaken,Unknown,,,not_undertaken,,,,not_undertaken,Case closed in earlier stage,11/30/13,99.5,63.86457261,33.54500089,6.503604531,385.3336944,4137.54814,25.24799919,70.9240036,80.21875,93.888231,70.07381565,32.782,163610,
Avianca-01/Colombia,Avianca-01/Colombia,Colombia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,182,Monitoring,,Project/investment lending,Other,"Due diligence, Labor, Other retaliation (actual or feared)",,TRUE,TRUE,11/14/11,,,not_undertaken,,11/14/11,12/13/11,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,1/1/13,5/1/15,closed_with_outcome,,5/18/15,,in_progress,,,,37.60342497,17.69859584,52.82433529,,7227.73968,57.27999878,82.97699738,93.58052826,21.92983307,41.82663001,21.665,1141750,
Axzon-01/Halych and Kalush,Axzon-01/Halych and Kalush,Ukraine,IFC Compliance Advisor/Ombudsman,IFC/MIGA,218,Active,,"Equity Investment, Project/investment lending",Agribusiness,"Biodiversity, Consultation and disclosure, Due diligence, Human rights, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,2/3/14,,,not_undertaken,,2/3/14,3/1/14,closed_with_outcome,,10/1/14,8/1/16,closed_with_outcome,,8/1/17,,not_undertaken,,,,not_undertaken,,,100,71.24583542,18.77227308,16.6327746,1217.08925,3104.658296,47.01699829,63.05199814,,31.00860672,78.15074833,31.032,603550,
AzerPost,AzerPost,Azerbaijan,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_84,Closed Without Results,,,Other,Other,,FALSE,FALSE,7/1/13,,,not_undertaken,,7/1/13,7/31/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,7/31/13,100,57.70454518,26.5519093,13.14992923,,7875.756953,61.32300186,67.96399689,99.78936005,-7.521662611,113.9234808,45.855,86600,
Azure-01,Azure-01,China,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_78,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/1/13,,,not_undertaken,,6/1/13,6/30/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/13,,54.80841877,56.80755997,21.86112988,,7077.770765,63.05899811,77.24700165,,-0.483689166,144.5834568,46.987,9562911,
BCR,BCR,Romania,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_9,Closed Without Results,,,Other,Other,,FALSE,FALSE,5/1/05,,,not_undertaken,,5/1/05,5/31/05,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/05,100,61.65753544,17.33121772,27.78937299,,4676.315183,46.31299973,61.16999817,,,92.70234368,46.826,238390,
BTA Toll Road,BTA Toll Road,Dominican Republic,EIB Complaints Mechanism,European Investment Bank,SG/E/2011/04/INA,Closed Without Results,,,Infrastructure,Displacement (physical and/or economic),,FALSE,FALSE,3/9/10,3/9/10,4/30/11,closed_without_outcome,,,4/30/11,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/11,,49.61705651,21.13667286,37.61126061,,5453.926861,49.30400085,78.71499634,89.53872681,17.83999471,204.8848065,26.247,48670,
BTC Georgia / Akhali Samgori,BTC Georgia / Akhali Samgori,Georgia,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,2006/01,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Property damage",,FALSE,FALSE,10/24/06,10/24/06,11/3/06,closed_with_outcome,,11/3/06,3/20/07,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,11/30/07,,36.23542956,,40.04144481,,1872.680416,54.84799957,73.29699707,,86.36121857,72.36082438,46.008,69700,
BTC Georgia / Atskuri,BTC Georgia / Atskuri,Georgia,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,2007/02,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Other, Property damage",,FALSE,FALSE,7/6/07,7/6/07,7/18/07,closed_with_outcome,,7/18/07,12/4/07,closed_with_outcome,,11/23/07,8/23/08,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,,8/31/08,,36.221039,,40.1850626,14240.56835,2492.12878,54.58599854,73.72899628,,93.5644292,71.41607474,45.621,69700,
BTC Pipeline,BTC Pipeline,Azerbaijan,EBRD Independent Resource Mechanism,European Bank for Reconstruction and Development,2005/02,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Due diligence, Other community health and safety issues, Property damage",,FALSE,FALSE,8/16/05,8/16/05,8/22/05,closed_with_outcome,,8/22/05,12/7/05,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,3/31/06,99.21097565,57.56835229,21.15980758,10.61214614,,1578.40239,61.05099869,66.01999664,,25.13152642,101.5225018,47.611,86600,
BTC Pipeline-01/ Switzerland,BTC Pipeline,"Azerbaijan, Georgia, Turkey",IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_3,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Biodiversity, Consultation and disclosure, Livelihoods, Other environmental, Water",,FALSE,FALSE,12/1/03,,,not_undertaken,,12/1/03,12/31/03,closed_without_outcome,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/03,,,,,,,,,,,,,,
BTC Pipeline-02/Rustavi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,48,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Other community health and safety issues, Property damage",,FALSE,FALSE,3/16/04,,,not_undertaken,,3/16/04,4/1/04,closed_with_outcome,,7/1/04,5/1/05,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Mechanism deemed involvement unnecessary,5/31/05,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-03/Switzerland,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_4,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Biodiversity, Other environmental, Water",,FALSE,FALSE,3/1/04,,,not_undertaken,,3/1/04,4/30/04,closed_without_outcome,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/04,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-04/Switzerland,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_5,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Biodiversity, Other environmental, Water",,FALSE,FALSE,5/1/04,,,not_undertaken,,5/1/04,5/31/04,closed_without_outcome,Filer Issue,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/04,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-05/Rustavi City,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_6,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Displacement (physical and/or economic),,FALSE,FALSE,5/1/04,,,not_undertaken,,5/1/04,6/30/04,closed_without_outcome,Issues previously raised,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,6/30/04,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-06/Bashkovi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,49,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Displacement (physical and/or economic), Livelihoods",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,2/28/05,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-07/Dgvari,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,50,Closed With Results Outside Process,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Due diligence, Other community health and safety issues, Property damage",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,2/1/05,closed_without_outcome,,,,not_undertaken,Addressed outside process,,,not_undertaken,Mechanism deemed involvement unnecessary,2/28/05,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-08/Sagrasheni,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,51,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other community health and safety issues, Pollution, Property damage, Water",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,6/1/06,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-09/Tetritskaro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,52,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Pollution, Property damage, Water",,FALSE,FALSE,5/29/04,,,not_undertaken,,5/29/04,6/8/04,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,2/28/05,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-10/Tetritskaro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,53,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Property damage",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,1/1/07,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Mechanism deemed involvement unnecessary,1/31/07,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-11/Tsikhisjvari,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,54,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Property damage",,FALSE,FALSE,5/21/04,,,not_undertaken,,5/21/04,6/8/04,closed_with_outcome,,9/1/04,6/1/06,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
"BTC Pipeline-12/Tba, Tsemi, Sadgeri",BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,55,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Displacement (physical and/or economic), Livelihoods, Other community health and safety issues, Pollution, Water",,FALSE,FALSE,5/28/04,,,not_undertaken,,5/28/04,5/1/04,closed_with_outcome,,10/18/04,11/18/04,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,10/28/04,1/28/05,closed_with_outcome,,1/31/05,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-13/Tsalka,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,56,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other, Pollution, Property damage, Water",,FALSE,FALSE,7/22/04,,,not_undertaken,,7/22/04,8/2/04,closed_with_outcome,,11/24/04,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,5/31/05,closed_with_outcome,,5/31/05,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-14/Vale,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,57,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Displacement (physical and/or economic), Property damage",,FALSE,FALSE,8/8/04,,,not_undertaken,,8/8/04,12/8/04,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,,12/31/05,closed_with_outcome,,12/31/05,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-15/Tetritsakro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,58,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other community health and safety issues, Pollution, Property damage",,FALSE,FALSE,12/1/04,,,not_undertaken,,12/1/04,2/8/05,closed_with_outcome,,,6/30/06,closed_without_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-16/Tetritsakro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,59,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Property damage",,FALSE,FALSE,12/1/04,,,not_undertaken,,12/1/04,,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,2/28/06,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-17/Tadzrisi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,60,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Pollution, Property damage",,FALSE,FALSE,12/10/04,,,not_undertaken,,12/10/04,2/8/05,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,2/1/06,12/1/06,closed_with_outcome,,12/31/06,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-18/Tetritsakro,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,61,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Other, Pollution, Property damage",,FALSE,FALSE,12/1/04,,,not_undertaken,,12/1/04,2/8/05,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06,,35.861275,,39.86357749,,1207.388222,55.66999817,72.8789978,,74.0188457,74.26781903,46.782,69700,
BTC Pipeline-19/Atskuri Temple,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,62,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Cultural heritage, Property damage",,FALSE,FALSE,5/3/05,,,not_undertaken,,5/3/05,6/13/05,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06,,36.26421068,16.52508618,39.89782703,,1530.036419,55.16699982,72.9489975,,70.00954654,73.30557402,46.395,69700,
BTC Pipeline-20/Atskuri,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,63,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure",Property damage,,FALSE,FALSE,5/3/05,,,not_undertaken,,5/3/05,6/13/05,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,6/30/06,,36.26421068,16.52508618,39.89782703,,1530.036419,55.16699982,72.9489975,,70.00954654,73.30557402,46.395,69700,
BTC Pipeline-21/Posof,BTC Pipeline,Turkey,IFC Compliance Advisor/Ombudsman,IFC/MIGA,64,Closed Without Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,6/21/05,,,not_undertaken,,6/21/05,,closed_with_outcome,,,,not_undertaken,Complaint withdrawn,,,not_undertaken,Complaint withdrawn,,,not_undertaken,Case closed in earlier stage,7/31/05,97.2246933,53.56210127,27.69400925,13.85341008,,7384.258482,23.30500031,70.12000275,88.22905731,5.880853753,88.22863714,32.16,785350,
BTC Pipeline-22/Tsemi,BTC Pipeline,Georgia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,65,Closed With Results,,Project/investment lending,"Extractives (oil, gas, mining), Infrastructure","Livelihoods, Pollution, Water",,FALSE,FALSE,6/24/05,,,not_undertaken,,6/24/05,8/25/05,closed_with_outcome,,2/1/06,,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,7/1/06,12/1/06,closed_with_outcome,,12/31/06,,36.26421068,16.52508618,39.89782703,,1530.036419,55.16699982,72.9489975,,70.00954654,73.30557402,46.395,69700,
