Bank,IAM,IAM ID,Year,Country,Project Name,Project Description,Complaint ID,Complaint Description,Filer(s),Filer Type,Environmental Category,Project Company,Project Number,Project Status,IFI Support Type,Financial Institution,Money,Project Loan Amount,Sector,Project Approval Date,Issues,Complaint Status,Date Filed (YYYY-DD-MM),Registration Start Date (YYYY-DD-MM),Registration End Date (YYYY-DD-MM),Registered? (Y/N),"If no registration, why?",Eligibility Start Date (YYYY-DD-MM),Eligibility End Date (YYYY-DD-MM),Eligible (Y/N),"If not eligibile, why?",Dispute Resolution Start Date,Dispute Resolution End Date,"If no DR, why?",Consultation and disclosure Review Start Date,Consultation and disclosure Review End Date,"If no CR, why?",Consultation and disclosure report published? (Y/N),Non-Consultation and disclosure Found (Y/N),Monitoring Start Date,Monitoring End Date,Date Closed,Project Hyperlink,Complaint Hyperlink,Documents
EBRD,PCM,26,2018,Azerbaijan,Lukoil Shah Deniz Stage II,"The proposed project is an A/B loan to LUKOIL to provide financing for its share in Stage 2 development of the Shah Deniz, an offshore gas exploration and production project in Azerbaijan (the “Project”), which is one of the largest gas fields in the world. LUKOIL has a 10% interest in the Shah Deniz field. The Project is managed by BP plc. The EBRD and the ADB were appointed by LUKOIL as the Mandated Lead Arrangers (“MLAs”) for the proposed transaction.",2018/04,,Rabati Settlement of Makhalakidze Village,,A,,46766,Disbursing,,,15000000,USD 15 million to acquire 25% +1 share of the shares in Agroinvestbank.,Extractives,,Consultation and disclosure; Labor; Property damage,,,,,,,,,,,,,,,,,,,,,,,,
EBRD,PCM,26,2017,Azerbaijan,Lukoil Shah Deniz Stage II,"The proposed project is an A/B loan to LUKOIL to provide financing for its share in Stage 2 development of the Shah Deniz, an offshore gas exploration and production project in Azerbaijan (the “Project”), which is one of the largest gas fields in the world. LUKOIL has a 10% interest in the Shah Deniz field. The Project is managed by BP plc. The EBRD and the ADB were appointed by LUKOIL as the Mandated Lead Arrangers (“MLAs”) for the proposed transaction.",2017/07,,"Udruženje građana ""Ulice za bicikliste"" (Streets for cyclists)",,A,,46766,Signed,,,116000000,"Loan to the City of Belgrade: 57 million euros initially, added a first loan extension of 30 million in July 2013 and a second loan extension of 15 million in July 2017.",Extractives,,Consultation and disclosure; Consultation and disclosure; Labor,,,,,,,,,,,,,,,,,,,,,,,,
EBRD,PCM,26,2017,Azerbaijan,Lukoil Shah Deniz Stage II,"The proposed project is an A/B loan to LUKOIL to provide financing for its share in Stage 2 development of the Shah Deniz, an offshore gas exploration and production project in Azerbaijan (the “Project”), which is one of the largest gas fields in the world. LUKOIL has a 10% interest in the Shah Deniz field. The Project is managed by BP plc. The EBRD and the ADB were appointed by LUKOIL as the Mandated Lead Arrangers (“MLAs”) for the proposed transaction.",2017/07,,Unknown,Unknown,A,LUKOIL Overseas Shah Deniz Ltd,46766,Disbursing,Loan,,1000000000,USD 1 billion,"Extractives (oil, gas, mining)",,Consultation and disclosure; Consultation and disclosure; Labor,Active,5/9/17,5/9/17,6/9/17,,,2017-18-09,7/12/17,,,,,Unknown,12/12/17,,,,,,,,https://www.ebrd.com/work-with-us/projects/psd/lukoil-shah-deniz-stage-ii.html,,https://www.ebrd.com/cs/Satellite?c=Content&cid=1395276220215&d=&pagename=EBRD%2FContent%2FDownloadDocument; https://www.ebrd.com/cs/Satellite?c=Content&cid=1395268518872&d=&pagename=EBRD%2FContent%2FDownloadDocument
IFC,CAO,21,2008,Nicaragua,Nicaragua Sugar Estates Limited S.A.,"Nicaragua Sugar Estates Limited (NSEL) is the owner of an agro-energy complex located northwest of Managua, in the department of Chinandega. This IFC-financed project seeks to expand NSELs production and processing of sugarcane.",82,,Center for International Environmental Law (CIEL) on behalf of local residents,,B,Nicaragua Sugar Estates Limited,25331,,,IFC,55000000,$25 million (A Loan) & $30 million (B Loan),Agribusiness,,Consultation and disclosure; Consultation and disclosure; Other environmental; Consultation and disclosure,Closed,1-Mar-08,,,,,1-Mar-08,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=82,http://www.cao-ombudsman.org/cases/document-links/links-82.aspx
IFC,CAO,21,2008,Nicaragua,Nicaragua Sugar Estates Limited S.A.,"Nicaragua Sugar Estates Limited (NSEL) is the owner of an agro-energy complex located northwest of Managua, in the department of Chinandega. This IFC-financed project seeks to expand NSELs production and processing of sugarcane.",82,,Center for International Environmental Law (CIEL) on behalf of local residents,,B,Nicaragua Sugar Estates Limited,25331,,,IFC,0,,,,Consultation and disclosure; Consultation and disclosure; Other environmental; Consultation and disclosure,Closed,1-Mar-08,,,1-Mar-08,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=82,http://www.cao-ombudsman.org/cases/document-links/links-82.aspx,,
EIB,CM,29,2015,Spain,Mallorca Hospital,,SG/E/2015/04,Negative impact on the natural and historical landscape,Confidential,Unknown,,,,,,,,,,,Consultation and disclosure; Due diligence,Closed,3/5/15,3/5/15,3/5/15,,,7/17/15,7/17/15,,,,,,4/22/16,6/2/16,,,Yes,6/2/16,6/2/16,,,http://www.eib.org/en/about/accountability/complaints/cases/sg-e-2015-04-mallorca-hospital.htm,
MIGA,CAO,21,2010,Indonesia,Panama Canal Expansion,"PT Weda Bay Nickel (WBN) is proposing to develop a nickel and cobalt mine and a hydrometallurgical processing plant in Central Halmahera and East Halmahera Regencies in the North Maluku Province of eastern Indonesia.  In August 2010, MIGA issued a guarantee of $207 million to Strand Minerals for its equity investment in the PT Weda Bay Nickel Project. Strand Minerals is jointly owned by Eramet SA of France and Mitsubishi Corporation of Japan.",158,,Confidential,,A,PT Weda Bay Nickel (WBN),8113,,,MIGA,207000000,Proposed $207 million guarantee,,,Consultation and disclosure; Due diligence; Water,Closed,6-Jul-10,,,,,6-Jul-10,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=158,
MIGA,CAO,21,2010,Indonesia,Panama Canal Expansion,"PT Weda Bay Nickel (WBN) is proposing to develop a nickel and cobalt mine and a hydrometallurgical processing plant in Central Halmahera and East Halmahera Regencies in the North Maluku Province of eastern Indonesia.  In August 2010, MIGA issued a guarantee of $207 million to Strand Minerals for its equity investment in the PT Weda Bay Nickel Project. Strand Minerals is jointly owned by Eramet SA of France and Mitsubishi Corporation of Japan.",158,,Confidential,,A,PT Weda Bay Nickel (WBN),8113,,,MIGA,0,,,,Consultation and disclosure; Due diligence; Water,Closed,6-Jul-10,,,6-Jul-10,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=158,,,
IFC,CAO,21,2004,"Georgia, Turkey and Azerbaijan",Baku Tbilisi-Ceyhan Pipeline,"The Baku-Tbilisi-Ceyhan (BTC) oil and gas pipeline is a 1,768 km long crude oil pipeline stretching from the Caspian Sea to the Mediterranean Sea. It is the second longest oil pipeline in the world and passes through Azerbaijan, Georgia and Turkey. IFC has invested $250 million since 2003 and the total project cost is approximately $3.6 billion. The project is operated by BTC Co., which comprises a consortium of 11 partners.",49,,Green Alternative,,A,Baku Tiblisi-Ceyhan Pipeline,11251,,,IFC,250000000,$125 million (A loan) $125 million (B loan),Extractives,,Consultation and disclosure; Water; Property damage,Closed,21-May-04,,,,,21-May-04,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=49,http://www.cao-ombudsman.org/cases/document-links/links-51.aspx
IFC,CAO,21,2004,"Georgia, Turkey and Azerbaijan",Baku Tbilisi-Ceyhan Pipeline,"The Baku-Tbilisi-Ceyhan (BTC) oil and gas pipeline is a 1,768 km long crude oil pipeline stretching from the Caspian Sea to the Mediterranean Sea. It is the second longest oil pipeline in the world and passes through Azerbaijan, Georgia and Turkey. IFC has invested $250 million since 2003 and the total project cost is approximately $3.6 billion. The project is operated by BTC Co., which comprises a consortium of 11 partners.",49,,Green Alternative,,A,Baku Tiblisi-Ceyhan Pipeline,11251,,,IFC,0,,Extractives,,Consultation and disclosure; Water; Property damage,Closed,21-May-04,,,21-May-04,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=49,http://www.cao-ombudsman.org/cases/document-links/links-51.aspx,,
UNDP,SECU,37,2017,Panama,Fortalecimiento institucional para la gestión basada en resultados del Ministerio de Relaciones Exte,"Español - El proyecto busca el fortalecimiento institucional del Ministerio de Relaciones Exteriores dirigido a mejorar su eficiencia, eficacia y transparencia, mediante la implantación de una Unidad de Proyectos que genere e instale capacidades técnicas y operativas en la institución de manera permanente, gestionando de modo óptimo las iniciativas que se definen en su Planeamiento Estratégico e instalando un sistema de gestión por resultados en la cultura organizacional. //
 
 
 English - The project seeks institutional strengthening of the Ministry of Foreign Affairs by improving its efficiency, effectiveness and transparency through the implementation of a project unit that generates and installs technical and operational capacities in the institution on a permanent basis, optimally managing the initiatives which are defined in its strategic planning, and installing a results-based management system in the organizational Cultural heritage.",SECU0004,"Español - La denuncia alega que los diálogos, apoyados por el PNUD, llevaron a violaciones de los derechos humanos y de los derechos de los pueblos indígenas (en relación con el derecho panameño e internacional). La queja dice que las normas del PNUD fueron violadas como resultado de los diálogos. La denuncia alega que el proceso de selección de los representantes del pueblo Ngäbe Bugle fue defectuoso, que el PNUD apoyó la posición del gobierno de una manera que violó la confianza de los querellantes y que los diálogos y la construcción de la presa tuvieron lugar en un contexto de Fuerte oposición y violencia. // English - The complaint alleges that the dialogues, which were supported by UNDP, led to human rights and Indigenous Peoples rights violations (in relation to Panamanian and international law). The complaint states that UNDP's standards were violated as a result of the dialogues. The complaint claims that the process for selecting the representatives of the Ngäbe Bugle people was flawed, that the UNDP supported the government's position in a manner that violated the complainants' trust, and that the dialogues and construction of the dam took place in a context of strong opposition and violence. ",M10 de Abril,,,Government Entity – Ministry - Ministerio de Relaciones Exteriores de la República de Panamá,,,,,,,,,Other community health and safety issues; Cultural heritage; Displacement (physical and/or economic); Indigenous peoples; Human rights; Consultation and disclosure,Active,8/15/17,8/22/17,8/22/17,,,9/25/17,4/19/18,,,,,,4/19/18,,,,,,,,,https://info.undp.org/sites/registry/secu/SECUPages/CaseDetail.aspx?ItemID=22,"https://info.undp.org/sites/registry/secu/SECU_Documents/Eligibility%20Determination%20SECU0003%20Final_Signede23a13de721e444e8a57e24dfdf85695.pdf/sites/registry/secu/SECU_Documents/Utvrđivanje%20Podobnosti%20SECU0003_Bosanski45790ce26c8848e1be9c2a6273845070.pdf,https://info.undp.org/sites/registry/secu/SECU_Documents/SECU0003_Terms%20of%20Reference%20for%20Investigation_Final0f1d05f68dbf454b9a26d9dd05063f39.pdf/sites/registry/secu/SECU_Documents/SECU0003_Terms%20of%20Reference%20for%20Investigation_Final_bosanski201cec65ec2b4a9684c272a265a2c2e5.pdf,https://info.undp.org/sites/registry/secu/SECU_Documents/SECU0003%20Draft%20Report_Final%20Version_English688f1cadb97d4e5f98e42668285bf1f3.pdf/sites/registry/secu/SECU_Documents/SECU0003%20Preliminarni%20Izveštaj_Konačna%20Verzija_Bosanski35bf8111a4a047beb7110f0c17642d90.pdfhttps://info.undp.org/sites/registry/secu/SECU_Documents/SECU0003_Završni%20Izvještaj_Bos9326fe06c1e946bfb1c500e37717a2bc.pdf/sites/registry/secu/SECU_Documents/SECU0003_Final%20Report_En_signedcfaa4f1710034991871c99ce9162c32d.pdf/sites/registry/secu/SECU_Documents/SECU0003_Final%20Comments%20Matrix4774c860356740108355090ff2633afb.pdf"
UNDP,SECU,37,2017,Malawi,Malawi National Registration and Identification System,The project will seek to build capacity to establish and operate a national registration and identification system and register eligible Malawian citizens in the National Register and issue them with National ID cards.,SECU0005,"The complaint alleges a number of serious acts and misconduct committed by government officials, stakeholders, and UNDP project implementation staff against Registration Officials. Specifically, the complaint alleges that Registration Officers conducting project activities were not properly paid, improperly dismissed, treated unprofessionally, and jailed for no proper reason. ",Confidential,,,UNDP ,,,,,,,,,Labor; Human rights; Monitoring; Consultation and disclosure; Due diligence; Consultation and disclosure,Active,10/1/17,10/9/17,10/9/17,,,1/12/18,,,,,,,,,,,,,,,,https://info.undp.org/sites/registry/secu/SECUPages/CaseDetail.aspx?ItemID=23,"https://info.undp.org/sites/registry/secu/SECU_Documents/M10%20Es%20una%20organización%20natural%20conformado%20por%20la%20comunidad%20afectada-19ca02ba9910e44a1932eef50732511e9.pdf/sites/registry/secu/SECU_Documents/M10%20Es%20una%20organizacion%20natural%20confo%20rmado%20por%20la%20comunidad%20afectada_Englishfce763fc84d240e6b7e812d391d82d1e.pdfhttps://info.undp.org/sites/registry/secu/SECU_Documents/Eligibility%20Determination%20SECU0004_signedc075aaa5d2f04bacbf551e7a60177390.pdf/sites/registry/secu/SECU_Documents/Eligibility%20Determination%20SECU0004_Españolb0f3294c0570462f8935c839936ed724.pdf,https://info.undp.org/sites/registry/secu/SECU_Documents/Terms%20of%20Reference%20for%20Investigation_SECU00493b561029ce646a09b3a502161338817.pdf/sites/registry/secu/SECU_Documents/Terms%20of%20Reference%20for%20Investigation%20SECU0004_Espanol957cd7fe2a424fcbb5f9471fdadf2d99.pdf,https://info.undp.org/sites/registry/secu/SECU_Documents/SECU0004_Draft%20Investigation%20Report_Español8ad7d16478e849fcab7e0326fc7e7ea2.pdf/sites/registry/secu/SECU_Documents/SECU0004_Draft%20Investigation%20Reportfcb7d7c8c5384d829d0eefed714e7846.pdf"
IFC,CAO,21,2008,Turkey,Assan Aluminum,"Assan Aluminyum is a former state-owned aluminum sheet, coil and foil manufacturer located in Diolvasi-Gebze, in the Marmara region of Turkey, approximately 40 km from Istanbul. Assan Aluminyum was acquired by the family-owned Kibar group in 2005 whose flagship company, Assan Demir, is the largest aluminum manufacturer in Turkey. IFC's involvement in the project was intended to be a large investment program to modernize, upgrade and expand Assan's existing capacity in order to augment productivity and efficiency of the plant. Corporate governance improvements were also a significant goal of the project.",81,,The Confederation of Turkish Trade Unions,,B,Assan Aluminyum Sanayi ve Ticaret Anonim Sirketi,26648,,,IFC,60000000,$30 million (A loan) & $30 million (B Loan),Extractives,,Consultation and disclosure,Closed,1-Oct-08,,,,,1-Oct-08,,,,,,,,,,,,,,,,http://www.cao-ombudsman.org/cases/case_detail.aspx?id=81,
